id;raw_bid;points;distribution;spade_count;heart_count;diamond_count;club_count;par_suit_count;suit;suit_count;suit_stop;suit_control;suit_force;stop_suits;artificial;forcing;convention
2268;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2269;2K;13-17HL;;;;;;;;>=5;False;False;False;;False;forcing;
2270;2C;13-17HL;;;;;;;;>=5;False;False;False;;False;forcing;
2271;2C;13-17HL;;;;;;;;>=5;False;False;False;;False;forcing;
2272;2P;13-17HL;;;;;;;;>=5;False;False;False;;False;forcing;
2273;2P;13-17HL;;;;;;;;>=5;False;False;False;;False;forcing;
2274;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2275;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2276;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2277;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2278;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2279;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;manche;
2280;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;manche;
2281;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;manche;
2282;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;manche;
2283;2K;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2284;2C;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2285;2P;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2286;3T;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2287;3T;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2288;3m;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2289;2M;>=18H;;;;;;;;;False;False;False;;False;manche;Cue-bid
2290;2M;;;;;;;;;;False;False;False;;False;;Cue-bid
2291;3T;;;;;;;;;;False;False;False;;False;;Cue-bid
2292;3K;;;;;;;;;;False;False;False;;False;;Cue-bid
2293;3C;;;;;;;;;;False;False;False;;False;;Cue-bid
2294;1P;;irrégulier;;;;;;;4;False;False;False;;False;;
2295;2T;12-19HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore économique
2296;2K;12-19HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore économique
2297;2K;12-19HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore économique
2298;2K;12-19HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore économique
2299;2C;12-19HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore économique
2300;2P;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2301;2P;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2302;2P;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2303;3T;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2304;3T;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2305;3K;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2306;3K;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2307;3C;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2308;3C;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2309;2K;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2310;2C;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2311;2C;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2312;2P;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2313;2P;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2314;2C;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2315;2C;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2316;2P;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2317;2P;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2318;2P;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2319;2P;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2320;3T;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2321;3T;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2322;3K;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2323;2T;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2324;2T;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2325;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2326;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2327;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2328;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2329;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2330;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2331;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2332;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2333;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2334;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2335;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2336;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2337;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2338;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2339;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2340;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2341;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2342;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2343;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2344;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2345;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2346;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2347;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2348;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2349;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2350;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2351;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2352;1P;;irrégulier;;;;;;;4;False;False;False;;False;;
2353;2K;12-19HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore économique
2354;2C;12-19HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore économique
2355;2P;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2356;2P;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2357;3T;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2358;3K;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2359;3K;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2360;3K;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2361;3C;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2362;3C;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2363;2K;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2364;2C;18-23HL;bicolore;;;;>=5;;;>=4;False;False;False;;False;;Bicolore cher
2365;2C;18-23HL;bicolore;;;>=5;;;;>=4;False;False;False;;False;;Bicolore cher
2366;2P;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2367;3T;18-23HL;bicolore;;>=5;;;;;>=4;False;False;False;;False;;Bicolore cher
2368;3T;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2369;3K;18-23HL;bicolore;>=5;;;;;;>=4;False;False;False;;False;;Bicolore cher
2370;2T;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2371;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2372;2K;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2373;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2374;2C;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2375;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2376;2P;13-17HL;;;;;;;;>=6;False;False;False;;False;;
2377;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2378;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2379;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2380;3T;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2381;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2382;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2383;3K;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2384;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2385;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2386;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2387;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2388;3C;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2389;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2390;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2391;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2392;3P;>=17HL;;;;;;;;>=6;False;False;False;;False;;
2421;X;;;;;;;3;;;False;False;False;;False;;
2422;X;;;;;;;3;;;False;False;False;;False;;
2423;XX;;;;;;;3;;;False;False;False;;False;;
2424;X;>=18H;;;;;;;;;False;False;False;;False;;
2425;X;15-17H;;<=1;>=5;>=3;>=3;;;;False;False;False;;False;;
2426;X;15-17H;;>=5;<=1;>=3;>=3;;;;False;False;False;;False;;
2427;X;15-17H;;>=4;<=1;>=3;>=3;;;;False;False;False;;False;;
2428;X;15-17H;;<=1;>=4;>=3;>=3;;;;False;False;False;;False;;
2429;X;15-17H;;>=4;<=1;>=3;>=3;;;;False;False;False;;False;;
2430;X;15-17H;;<=1;>=4;>=3;>=3;;;;False;False;False;;False;;
2701;3m;>=8HL;;;;;;;;>=4;False;False;False;;False;;
2702;3E;>=8HL;irrégulier;;;;;;;>=4;False;False;False;;False;;
2703;2P;>=8HL;irrégulier;;;;;;;>=4;False;False;False;;False;;
2704;2SA;>=12HLD;;;;;;;;;False;False;False;;False;;
2705;passe;<8HLD;;;;;;;;;False;False;False;;False;;
2706;4M;8-15HLD;;;;;;;;;False;False;False;;False;;
2707;3P;>=16HLD;;;;;;;;;False;True;False;;True;;
2708;4E;>=16HLD;;;;;;;;;False;True;False;;True;;
2709;4K;>=17HLD;irrégulier;;;;;;;;False;False;False;;False;forcing;
2710;2SA;11H;semi-régulier;;;;;;;;False;False;False;opp;False;;
2711;3SA;>=12H;semi-régulier;;;;;;;;False;False;False;opp;False;;
2712;2M;>=11H;semi-régulier;;;;;;;;True;False;False;;False;;
2713;3M;>=12H;semi-régulier;;;;;;;;True;False;False;;False;;
2714;3K;12-16HLD;;;;;;;;;False;False;False;;False;;
2715;4K;>=16HLD;irrégulier;;;;;;;;False;False;False;;False;forcing;
2716;3SA;>=10H;semi-régulier;;;;;;;;False;False;False;opp;False;;
2717;3M;>=10H;semi-régulier;;;;;;;;True;False;False;;False;;
2718;3SA;>=12H;semi-régulier;;;;;;;;False;False;False;opp;False;;
2719;3E;>=12H;semi-régulier;;;;;;;;True;False;False;;False;;
2720;4m;>=17HLD;irrégulier;;;;;;;>=4;False;False;False;;False;forcing;
2721;4M;13-14HLD;;;;;;;;>=3;False;False;False;;False;;
2722;3M;>=15HLD;irrégulier;;;;;;;>=3;False;False;False;;False;forcing;
2723;2K;<=10H;;;;>=4;;;;;False;False;False;;False;;
2724;2C;<=10H;bicolore;>=4;>=5;;;;;;False;False;False;;False;;
2725;2M;<=10H;;;;;;;;>=5;False;False;False;;False;;
2726;3m;>=14HLD;bicolore;;;;;;;>=5;False;False;False;;False;manche;
2727;3C;>=17HLD;;;>=3;;;;;;False;False;False;;False;manche;
2728;3F;>=12H;bicolore 5/5;;;;>=5;;;>=5;False;False;False;;False;manche;
2729;3F;>=12H;bicolore 5/5;;;>=5;;;;>=5;False;False;False;;False;manche;
2730;3F;>=12H;bicolore 5/5;;>=5;;;;;>=5;False;False;False;;False;manche;
2731;3M;>=12H;;;;;;;;>=6;False;False;False;;False;manche;
2732;4C;12H-18HL;bicolore 5/5;;;;>=5;;;>=5;False;False;False;;False;manche;
2733;4C;12H-18HL;bicolore 5/5;;;>=5;;;;>=5;False;False;False;;False;manche;
2734;2SA;11-12HL;;;;;;;;;False;False;False;;False;;
2735;3SA;13-18HL;;;;;;;;;False;False;False;;False;;
2736;4SA;19-20HL;;;;;;;;;False;False;False;;False;;
2737;6SA;>=21HL;;;;;;;;;False;False;False;;False;passe;
2738;2T;>=11HL;;;>=5;;;;;;False;False;False;;True;;Roudi
2739;2T;>=11HL;;>=5;;;;;;;False;False;False;;True;;Roudi
2740;3K;;;;;;;;;;False;False;False;;True;;relais dans l'autre mineure
2741;3T;;;;;;;;;;False;False;False;;True;;relais dans l'autre mineure
2742;3m;;;;;;;;;>=4;False;False;False;;False;manche;
2743;4M;<14HLD;;;;;;;;>=6;False;False;False;;False;manche;
2744;3M;>=14HLD;;;;;;;;>=6;False;False;False;;False;manche;
2745;4C;;bicolore 5/5;>=5;>=5;;;;;;False;False;False;;False;manche;
2746;3C;>=14HL;bicolore 5/5;>=5;>=5;;;;;;False;False;False;;False;manche;
2747;3SA;>=8H;régulier;;;;;;;;False;False;False;;False;passe;
2748;3m;;;;;;;;;>=6;False;False;False;;False;manche;
2749;3C;;;;;;;;;>=6;False;False;False;;False;manche;
2750;3P;;;;;;;;;>=6;False;False;False;;False;manche;
2751;passe;<6H;;;;;;;;;False;False;False;;False;;
2752;2m;6-11H;;;;;;;;>=4;False;False;False;;False;;
2753;3m;>=12H;irrégulier;;;;;<5;;>=4;False;False;False;;False;manche;
2754;2M;6-10HLD;;;;;;;;>=4;False;False;False;;False;;
2755;3M;11-12HLD;;;;;;;;>=4;False;False;False;;False;;
2756;4M;13-15HLD;;;;;;;;>=4;False;False;False;;False;;
2757;2E;6-10HL;;;;;;;;>=6;False;False;False;;False;;
2758;3E;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2759;1SA;6-10HL;;;;;;;;;False;False;False;;False;;
2760;2SA;11-12HL;;;;;;;;;False;False;False;opp;False;;
2761;3SA;13-15HL;;;;;;;;;False;False;False;opp;False;;
2762;2T;>=11H;;;;;;;;;False;False;False;;True;;4e couleur forcing
2763;2K;>=11H;;;;;;;;;False;False;False;;True;;4e couleur forcing
2764;2C;>=11H;;;;;;;;;False;False;False;;True;;4e couleur forcing
2765;1P;>=8HL;;;;;;;;;False;False;False;;False;;
2766;2P;>=13HL;bicolore;>=5;;>=5;;;;;False;False;False;;True;manche;4e couleur forcing
2767;3K;>=13HL;bicolore;>=5;;>=5;;;;;False;False;False;;True;manche;4e couleur forcing
2768;3C;>=13HL;bicolore;>=5;;>=5;;;;;False;False;False;;True;manche;4e couleur forcing
2769;3C;>=13HL;bicolore;>=5;>=5;;;;;;False;False;False;;False;manche;
2770;3P;>=13HL;bicolore;>=5;>=5;;;;;;False;False;False;;False;manche;
2771;3C;>=13HL;bicolore;>=5;>=5;;;;;;False;False;False;;False;manche;
2772;3P;>=13HL;bicolore;>=5;>=5;;;;;;False;False;False;;False;manche;
2773;3P;>=13HL;bicolore;>=5;;;>=5;;;;False;False;False;;False;manche;
2901;passe;6-10HL;;;;;;;;;False;False;False;;False;;
2902;passe;6-10HL;;;;;;;;;False;False;False;;False;;
2903;2K;6-10HL;;;;>=2;;;;;False;False;False;;False;;
2904;2C;6-10HL;;;2;;;;;;False;False;False;;False;;
2905;2M;6-10HL;;;;;;;;>=6;False;False;False;;False;;
2906;2P;6-10HL;;;;;;;;>=6;False;False;False;;False;;
2907;3T;11-12HLD;;;;;;;;>=4;False;False;False;;False;;
2908;3m;11-12HLD;;;;;;;;>=4;False;False;False;;False;;
2909;2SA;11HL-11H;;;;;;;;;False;False;False;unnamed;False;;
2910;2SA;11HL-11H;;;;;;;;;False;False;False;unnamed;False;;
2911;3M;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2912;3P;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2913;3K;>=13HLD;irrégulier;;;;;;;>=3;False;False;False;;False;manche;
2914;4C;13-15HLD;;;;;;;;>=3;False;False;False;;False;manche;
2915;3C;>=16HLD;;;;;;;;>=3;False;False;False;;False;manche;
2916;3SA;12H-15HL;régulier;;;;;;;;False;False;False;unnamed;False;;
2917;3SA;12H-15HL;régulier;;;;;;;;False;False;False;unnamed;False;;
2918;2P;>=12HL;;;;;;;;;False;False;False;;True;;4e couleur forcing
2919;2C;>=12HL;;;;;;;;;False;False;False;;True;;4e couleur forcing
2920;2K;>=12HL;;;;;;;;;False;False;False;;True;;4e couleur forcing
2921;3T;>=12HL;;;;;;;;;False;False;False;;True;;4e couleur forcing
2922;passe;6-10HL;;;;;;;;;False;False;False;;False;;
2923;passe;6-10HL;;;;;;;;;False;False;False;;False;;
2924;2K;6-10HL;;;;>=2;;;;;False;False;False;;False;;
2925;2C;6-10HL;;;2;;;;;;False;False;False;;False;;
2926;2K;;;;;;;;;>=5;False;False;False;;False;;
2927;3T;;;;;;;;;>=6;False;False;False;;False;;
2928;2P;<=10H;;;;;;>=5;;;False;False;True;;False;;
2929;3K;<=10H;;;;;;>=5;;;False;False;True;;False;;
2930;2C;<=10H;;;;;;>=5;;;False;False;True;;False;;
2931;2P;<=10H;;;;;;>=5;;;False;False;True;;False;;
2932;3K;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2933;3M;>=13HLD;;;;;;;;>=3;False;False;False;;False;manche;
2934;3C;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2935;3P;>=13HLD;;;;;;;;>=3;False;False;False;;False;manche;
2936;2SA;11-12HL;;;;;;;;;False;False;False;unnamed;False;;
2937;2SA;11-12HL;;;;;;;;;False;False;False;unnamed;False;;
2938;3SA;12H-15HL;;;;;;;;;False;False;False;unnamed;False;;
2939;3SA;12H-15HL;;;;;;;;;False;False;False;unnamed;False;;
2940;3T;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2941;3T;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2942;3K;11-12HL;;;;;;;;>=6;False;False;False;;False;;
2943;2P;>=11H;;;;;;;;;False;False;False;;True;;4e couleur forcing
2944;2C;>=11H;;;;;;;;;False;False;False;;True;;4e couleur forcing
2945;3P;>=13HL;bicolore 5/5;>=5;;;>=5;;;;False;False;False;;True;manche;4e couleur forcing
2946;3C;>=13HL;bicolore 5/5;;>=5;;>=5;;;;False;False;False;;True;manche;4e couleur forcing
2947;3K;>=13HL;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
2948;3T;>=13HL;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
2949;2M;11-12HL;;;;;;;;2;False;False;False;;False;manche;
2950;2P;11-12HL;;;;;;;;2;False;False;False;;False;manche;
2981;3T;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2982;3T;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2983;3K;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2984;3T;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2985;3K;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2986;3C;11-13HLD;;;;;;;;>=3;False;False;False;;False;manche;
2987;3K;11-13HLD;;;;;;;;>=4;False;False;False;;False;manche;
2988;3C;11-13HLD;;;;;;;;>=3;False;False;False;;False;manche;
2989;3K;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2990;3C;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2991;3E;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2992;3M;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2993;3P;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2994;3M;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2995;3P;>=11HLD;;;;;;;;>=4;False;False;False;;False;manche;
2996;4T;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
2997;4T;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
2998;4K;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
2999;4T;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
3000;4K;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
3001;4C;8-10HLD;;;;;;;;>=3;False;False;False;;False;passe;
3002;4K;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
3003;4C;8-10HLD;;;;;;;;>=3;False;False;False;;False;passe;
3004;4K;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
3005;4C;8-10HLD;;;;;;;;>=4;False;False;False;;False;passe;
3006;4K;>=14HLD;;;;;;;;>=4;False;False;False;;False;manche;
3007;4M;8-10HLD;;;;;;;;>=4;False;False;False;;False;passe;
3008;4P;8-10HLD;;;;;;;;>=4;False;False;False;;False;passe;
3009;4M;8-10HLD;;;;;;;;>=4;False;False;False;;False;passe;
3010;4P;8-10HLD;;;;;;;;>=4;False;False;False;;False;passe;
3011;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3012;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3013;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3014;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3015;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3016;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3017;3SA;10-12H;;;;;;;;;False;False;False;unnamed;False;;
3018;2M;>=12HL;;;;;;;;>=6;False;False;False;;False;manche;
3019;2P;>=12HL;;;;;;;;>=6;False;False;False;;False;manche;
3020;3T;>=12HL;;;;;;;;>=6;False;False;False;;False;manche;
3021;3T;>=12HL;;;;;;;;>=6;False;False;False;;False;manche;
3022;3K;>=12HL;;;;;;;;>=6;False;False;False;;False;manche;
3023;2M;;;;;;;;;>=5;False;False;False;;False;forcing;
3024;2P;;;;;;;;;>=5;False;False;False;;False;forcing;
3025;2P;>=8H;;;<=4;;;;;;False;False;False;;True;manche;4e couleur forcing
3026;2C;>=8H;;<=4;;;;;;;False;False;False;;True;manche;4e couleur forcing
3027;3K;>=8H;;<=4;;;;;;;False;False;False;;True;manche;4e couleur forcing
3028;3T;>=8H;;<=4;;;;;;;False;False;False;;True;manche;4e couleur forcing
3029;2P;>=8H;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3030;3C;>=8H;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3031;3K;>=8H;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3032;3T;>=8H;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3033;2SA;;;;;;;;;;False;False;False;;True;forcing;2SA modérateur
3034;2SA;;;;;;;;;;False;False;False;;True;forcing;2SA modérateur
3035;2SA;;;;;;;;;;False;False;False;;True;forcing;2SA modérateur
3036;2SA;;;;;;;;;;False;False;False;;True;forcing;2SA modérateur
3037;3T;;;;;;;;;>=3;False;False;False;;False;manche;
3038;3m;;;;;;;;;>=3;False;False;False;;False;manche;
3039;3K;;;;;;;;;>=3;False;False;False;;False;manche;
3040;3K;;;;;;;;;>=3;False;False;False;;False;manche;
3041;3C;;;;;;;;;>=3;False;False;False;;False;manche;
3042;3C;;;;;;;;;>=3;False;False;False;;False;manche;
3043;3P;;;;;;;;;>=3;False;False;False;;False;manche;
3044;3M;;;;;;;;;>=3;False;False;False;;False;manche;
3045;3P;;;;;;;;;>=3;False;False;False;;False;manche;
3046;4T;;;;;;;;;>=4;False;False;False;;False;manche;
3047;4m;;;;;;;;;>=4;False;False;False;;False;manche;
3048;4K;;;;;;;;;>=4;False;False;False;;False;manche;
3049;4K;;;;;;;;;>=4;False;False;False;;False;manche;
3050;3M;;;;;;;;;>=4;False;False;False;;False;manche;
3051;3P;;;;;;;;;>=4;False;False;False;;False;manche;
3052;4T;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
3053;4T;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
3054;4m;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
3055;4m;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
3056;4K;>=13HLD;;;;;;;;>=4;False;False;False;;False;manche;
3057;4C;;;;;;;;;>=4;False;False;False;;False;manche;
3058;2SA;10-11H;;;;;;;;;False;False;False;unnamed;False;manche;
3059;2SA;10-11H;;;;;;;;;False;False;False;unnamed;False;manche;
3060;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3061;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3062;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3063;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3064;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3065;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3066;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3067;3SA;10-11H;;;;;;;;;False;False;False;unnamed;False;;
3068;3K;;;;;;;;;>=5;False;False;False;;False;manche;
3069;3C;;;;;;;;;>=5;False;False;False;;False;manche;
3070;3M;;;;;;;;;>=5;False;False;False;;False;manche;
3071;3P;;;;;;;;;>=5;False;False;False;;False;manche;
3072;4T;;;;;;;;;>=6;False;False;False;;False;manche;
3073;4m;;;;;;;;;>=6;False;False;False;;False;manche;
3074;2P;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3075;3C;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3076;3K;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3077;3T;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3078;3P;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3079;3C;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3080;3K;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3081;4T;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3082;3P;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3083;3C;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3084;4K;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3085;4T;;;;;;;;;;False;False;False;;True;manche;4e couleur forcing
3201;2K;;;;2;;;;;;False;False;False;;True;;Roudi
3202;2K;;;2;;;;;;;False;False;False;;True;;Roudi
3203;2C;12H-13HL;;;>=3;;;;;;False;False;False;;True;;Roudi
3204;2C;12H-13HL;;>=3;;;;;;;False;False;False;;True;;Roudi
3205;2P;14HL-14H;;;>=3;;;;;;False;False;False;;True;;Roudi
3206;2P;14HL-14H;;>=3;;;;;;;False;False;False;;True;;Roudi
3231;3M;;;;;;;;;>=3;False;False;False;;False;manche;relais dans l'autre mineure
3232;3E;;;;;;;;;>=5;False;False;False;;False;manche;relais dans l'autre mineure
3233;3SA;;;;<3;;;;;;False;False;False;;False;manche;relais dans l'autre mineure
